complex_id;stage;camera_place;lat;lon;place_type;road_type;is_settlement;lanes;intensity;intensity_min;intensity_max;intensity_avg
2241;2;г. Миллерово – ст. Вешенская, км 3+000;48,935241;40,42959;0;2;0;2;2881-7397;2881;7397;5139
2242;2;г. Миллерово – ст. Вешенская, км 24+300;49,000681;40,680226;1;2;0;2;2881-7397;2881;7397;5139
2243;2;г. Миллерово – ст. Вешенская, км 51+700;49,030277;41,02592;1;2;0;2;2881-7397;2881;7397;5139
2244;2;г. Миллерово – ст. Вешенская, км 48+950;49,020937;40,998515;0;2;0;2;2881-7397;2881;7397;5139
2245;2;г. Миллерово – ст. Вешенская, км 75+000;49,207078;41,191414;1;2;0;2;2881-7397;2881;7397;5139
2246;2;г. Миллерово – ст. Вешенская, км 92+050;49,274652;41,396283;1;2;0;2;2881-7397;2881;7397;5139
2247;2;г. Миллерово – ст. Вешенская, км 80+600;49,237566;41,250806;0;2;0;2;2881-7397;2881;7397;5139
2248;2;г. Миллерово – ст. Вешенская, км 47+400;49,026186;40,979584;0;2;0;2;2881-7397;2881;7397;5139
2249;2;г. Миллерово – ст. Вешенская, км 1+900;48,929974;40,416604;1;2;0;2;2881-7397;2881;7397;5139
2250;2;г. Миллерово – ст. Вешенская, км 110+850;49,35838;41,592023;0;2;0;2;2881-7397;2881;7397;5139
2251;2;г. Миллерово – ст. Вешенская, км 9+700;48,97219;40,500096;1;2;0;2;2881-7397;2881;7397;5139
2252;2;«г. Ростов-на-Дону (от магистрали «Дон») – г. Семикаракорск – г. Волгодонск» – г. Константиновск – пос. Тацинский, км 74+000;48,038129;41,314409;0;2;0;2;2582-11589;2582;11589;7086
2253;2;г. Миллерово – ст. Вешенская, км 137+400;49,570959;41,700904;0;2;0;2;2881-7397;2881;7397;5139
2254;2;г. Миллерово – г. Луганск (до границы с Луганской Народной Республикой) , км 37+750;48,909278;39,948517;1;2;0;2;2076-4463;2076;4463;3270
2255;2;г. Миллерово – г. Луганск (до границы с Луганской Народной Республикой) , км 16+250;48,890405;40,221833;1;2;0;2;2076-4463;2076;4463;3270
2256;2;г. Миллерово – ст. Вешенская, км 105+300;49,335353;41,553619;0;2;0;2;2881-7397;2881;7397;5139
2257;2;ст. Вешенская – х. Колундаевский – х. Поповский (до границы Волгоградской области), км 31+500;49,816141;41,933126;1;2;0;2;2063-4347;2063;4347;3205
2258;2;ст. Вешенская – х. Колундаевский – х. Поповский (до границы Волгоградской области), км 17+350;49,757194;41,842747;1;2;0;2;2063-4347;2063;4347;3205
2259;2;ст. Вешенская – х. Колундаевский – х. Поповский (до границы Волгоградской области), км 0+200;49,639139;41,731279;1;2;0;2;2063-4347;2063;4347;3205
2260;2;ст. Вешенская – х. Колундаевский – х. Поповский (до границы Волгоградской области), км 7+300;49,700028;41,756167;1;2;0;2;2063-4347;2063;4347;3205
2261;2;ст. Вешенская – х. Колундаевский – х. Поповский (до границы Волгоградской области), км 9+750;49,720235;41,762562;1;2;0;2;2063-4347;2063;4347;3205
2262;2;г. Новочеркасск – пос. Каменоломни, км 13+420;47,51302;40,107914;1;2;0;2;18360;18360;18360;18360
2263;2;г. Ростов-на-Дону – сл. Родионово-Несветайская – г. Новошахтинск, км 56+400;47,746771;39,826719;1;2;0;2;13033;13033;13033;13033
2264;2;г. Азов – с. Александровка – ст. Староминская (до границы Краснодарского края), км 32+300;46,873904;39,320581;1;2;0;2;16776;16776;16776;16776
2265;2;г. Азов – с. Александровка – ст. Староминская (до границы Краснодарского края), км 13+050;47,023487;39,404634;1;2;0;2;16776;16776;16776;16776
2266;2;г. Ростов-на-Дону (от магистрали Дон) - г. Семикаракорск - г. Волгодонск, км 97+350;47,508728;40,853648;0;2;0;2;8963;8963;8963;8963
2267;2;г. Элиста – с. Ремонтное – пос. Зимовники (от границы Калмыкии), км 51+000;46,508775;43,739165;0;2;0;2;6522;6522;6522;6522
2268;2;г. Таганрог – с. Покровское, км 3+860;47,321376;38,870685;0;2;0;2;5700;5700;5700;5700
2269;2;г. Ростов-на-Дону (от магистрали «Дон») – г. Ставрополь (до границы Ставропольского края), км 65+700;46,757499;40,450381;1;2;0;2;4500-9908;4500;9908;7204
2270;2;г. Ростов-на-Дону (от магистрали «Дон») – г. Ставрополь (до границы Ставропольского края), км 38+850;46,876866;40,157602;0;2;0;2;4500-9908;4500;9908;7204
2271;2;г. Шахты – г. Цимлянск, км 86+050;47,644314;41,231444;1;2;0;2;3200;3200;3200;3200
2272;2;г. Шахты – г. Цимлянск, км 95+150;47,657021;41,34118;0;2;0;2;3200;3200;3200;3200
2273;2;г. Миллерово – ст. Вешенская, км 133+250;49,534183;41,696547;1;2;0;2;2881-7397;2881;7397;5139
2274;2;г. Ростов-на-Дону – сл. Родионово-Несветайская – г. Новошахтинск, км 39+650;47,620409;39,723741;1;2;0;2;13033;13033;13033;13033
2275;2;г. Ростов-на-Дону – сл. Родионово-Несветайская – г. Новошахтинск, км 16+900;47,442907;39,645492;1;2;0;2;13033;13033;13033;13033
2276;2;Подъезд к аэропорту «Южный» , км 14+000;47,493658;39,950781;1;2;0;4;6450;6450;6450;6450
2277;2;г. Миллерово – ст. Вешенская, км 144+700;49,634371;41,696865;1;2;0;2;2881-7397;2881;7397;5139
2278;2;г. Семикаракорск – сл. Большая Мартыновка – пос. Красноармейский, км 33+600;47,348899;41,218273;1;2;0;2;3014-3428;3014;3428;3221
2279;2;г. Миллерово – ст. Вешенская, км 53+050;49,041336;41,040013;1;2;0;2;2881-7397;2881;7397;5139
2280;2;г. Ростов-на-Дону (от магистрали «Дон») – г. Ставрополь (до границы Ставропольского края), км 89+400;46,587709;40,631306;0;2;0;2;4500-9908;4500;9908;7204
2281;2;г. Ростов-на-Дону (от магистрали «Дон») – г. Ставрополь (до границы Ставропольского края), км 135+650;46,272045;40,969932;1;2;0;2;4500-9908;4500;9908;7204
2282;2;«Магистраль «Дон» – ст. Ольгинская – х. Верхнеподпольный – автодорога г. Ростов-на-Дону (от магистрали «Дон») – г. Семикаракорск – г. Волгодонск, км 2+300;47,235082;39,882202;0;2;0;2;5120;5120;5120;5120
1198;3;г. Ростов-на-Дону, Портовая ул., д. 44;47,211079;39,693697;1;3;1;2;0;0;0;0
1199;3;г. Волгодонск, ул. Дружбы, д. 12;47,519891;42,214976;1;3;1;2;3500;3500;3500;3500
1200;3;г. Азов, пр. Зои Космодемьянской / ул. Мира;47,103711;39,424858;0;3;1;2;0;0;0;0
1201;3;г. Азов, пер. Осипенко, 58;47,097722;39,427148;1;3;1;2;0;0;0;0
1202;3;г. Батайск, ул. Энгельса, д. 103;47,147799;39,7482;1;3;1;2;0;0;0;0
1203;3;г. Ростов-на-Дону, г. Александровский мост;47,232634;39,785018;1;3;1;2;0;0;0;0
1204;3;г. Ростов-на-Дону, пр. Шолохова, д. 183;47,254432;39,792059;1;3;1;6;0;0;0;0
1205;3;г. Батайск, ул. Куйбышева, д. 50/150;47,148793;39,737935;1;3;1;2;2500;2500;2500;2500
1206;3;г. Батайск, Заводская ул., д. 204;47,141664;39,734137;1;3;1;2;2500;2500;2500;2500
1207;3;г. Батайск, Заводская ул., д. 328;47,140247;39,7227;1;3;1;2;2500;2500;2500;2500
1208;3;г. Батайск, ул. Максима Горького, д. 286;47,139345;39,727647;1;3;1;2;2500;2500;2500;2500
1209;3;г. Батайск, Рыбная ул., д. 286/51;47,14371;39,724768;0;3;1;2;2500;2500;2500;2500
1210;3;г. Ростов-на-Дону, Российская ул., д. 32А/2;47,261484;39,783489;1;3;1;4;0;0;0;0
1211;3;г. Ростов-на-Дону, ул. Малиновского, д. 37Б;47,241015;39,613807;1;3;1;8;0;0;0;0
1212;3;г. Ростов-на-Дону, Будённовский пр., д. 92А;47,234834;39,701164;1;3;1;6;0;0;0;0
1213;3;г. Новочеркасск, ул. С.В.Мацоты, д. 63/1;47,482292;40,091002;1;3;1;2;0;0;0;0
1214;3;г. Ростов-на-Дону, ул. Троллейбусная, д. 8;47,264408;39,770144;1;3;1;2;0;0;0;0
1215;3;г. Ростов-на-Дону, ул. Левобережная, д.2Б;47,211657;39,736834;1;3;1;2;0;0;0;0
1216;3;г. Ростов-на-Дону, бул. Комарова, д.8/1;47,289176;39,690768;1;3;1;2;0;0;0;0
1217;3;г. Ростов-на-Дону, Ворошиловский проспект, д. 91/1;47,231886;39,714434;1;3;1;6;0;0;0;0
1218;3;г. Ростов-на-Дону, пр-кт Буденновский, д. 101;47,236886;39,699943;1;3;1;6;0;0;0;0
1219;3;г. Ростов-на-Дону, ул. 56-й Армии, д.29 (южная сторона);47,260166;39,676123;1;3;1;3;0;0;0;0
1220;3;г. Ростов-на-Дону, пр. Ленина, д. 52;47,249613;39,715013;1;3;1;6;0;0;0;0
1221;3;г. Ростов-на-Дону, пр-кт 40-летия Победы, д.61/1;47,236934;39,812889;1;3;1;6;0;0;0;0
1222;3;г. Ростов-на-Дону, пр-кт Ворошиловский, д.14;47,22072;39,719511;1;3;1;6;0;0;0;0
1223;3;г. Ростов-на-Дону, пр-кт Космонавтов, д.31Б;47,293882;39,71347;1;3;1;8;0;0;0;0
1225;3;г. Волгодонск, пр. Курчатова, д. 4В;47,515637;42,209612;1;3;1;6;0;0;0;0
1226;3;г. Волгодонск, ул. Весенняя, д. 40;47,509243;42,189928;1;3;1;2;0;0;0;0
1227;3;г. Волгодонск, пр. Курчатова, д. 48;47,528965;42,200663;1;3;1;6;0;0;0;0
1228;3;г. Волгодонск, пр. Курчатова, д. 47;47,527494;42,20245;1;3;1;6;0;0;0;0
1229;3;г. Азов, ул. Кооперативная, д. 20;47,092121;39,431411;1;3;1;2;0;0;0;0
1230;3;г. Азов, пер. Социалистический / ул. Ленина;47,108522;39,422161;0;3;1;2;0;0;0;0
1231;3;г. Таганрог, ул. Пархоменко, д. 62/1;47,226463;38,865107;1;3;1;2;0;0;0;0
1232;3;г. Таганрог, улица Морозова, д. 6В;47,247357;38,921776;1;3;1;2;0;0;0;0
1233;3;город Таганрог Смирновский пер./ ул. Карла Либкнехта;47,209435;38,90845;0;3;1;2;0;0;0;0
1234;3;г. Волгодонск, ул. Молодёжная, д. 24;47,515086;42,206143;1;3;1;2;0;0;0;0
1235;3;город Таганрог, ул. Розы Люксембург/ Комсомольский пер.;47,209565;38,917101;0;3;1;2;0;0;0;0
1236;3;город Новочеркасск, ул. Макаренко;47,446535;40,1248;1;3;1;2;0;0;0;0
1237;3;г. Волгодонск, пр. Строителей, д. 2Б;47,511774;42,190427;1;3;1;6;19000;19000;19000;19000
1238;3;г. Волгодонск, пр. Курчатова, д. 22;47,520623;42,204567;1;3;1;6;19000;19000;19000;19000
1239;3;г. Азов, Черноморский пер., 77;47,103374;39,402602;1;3;1;2;0;0;0;0
1240;3;г. Волгодонск, ул. Курчатова, д. 8;47,516379;42,208505;1;3;1;2;0;0;0;0
1241;3;г. Азов, ул. Московская / Красноармейский пер.;47,108647;39,428344;0;3;1;2;0;0;0;0
1242;3;город Таганрог, Красногвардейский пер., д. 7;47,204226;38,892624;1;3;1;2;0;0;0;0
1243;3;г. Волгодонск, Жуковское шоссе, д. 15;47,523081;42,243702;1;2;0;2;0;0;0;0
1244;3;Р-260 - Волгоград - Каменск-Шахтинский - Луганск, км 306+530;48,199704;40,737652;0;1;0;2;325-11522;325;11522;5924
1245;3;Р-260 - Волгоград - Каменск-Шахтинский - Луганск, км 247+100;48,267692;41,477117;1;1;0;2;325-11522;325;11522;5924
1246;3;г. Шахты – г. Цимлянск, км 100+500;47,665604;41,403471;0;2;0;2;3200;3200;3200;3200
1247;3;г. Ростов-на-Дону (от магистрали Дон) - г. Семикаракорск - г. Волгодонск, км 22+700;47,155009;40,165428;0;2;0;2;1002;1002;1002;1002
1248;3;город Таганрог, Большая Бульварная ул., д. 3;47,240102;38,88876;1;3;1;2;0;0;0;0
1249;3;город Новочеркасск, ул. Бакунина, дом 95;47,411892;40,078464;1;3;1;2;0;0;0;0
1250;3;город Новочеркасск, Александровская ул./ ул. Орджоникидзе;47,405283;40,095377;0;3;1;2;0;0;0;0
1251;3;город Новочеркасск, Красноармейская улица, д. 30;47,414015;40,095022;1;3;1;2;0;0;0;0
1252;3;город Новочеркасск, ул. Энгельса, дом 20;47,420118;40,08227;1;3;1;2;0;0;0;0
1253;3;г. Волгодонск, ул. Академика Королева, д. 9;47,531179;42,211532;1;3;1;6;0;0;0;0
1254;3;город Новочеркасск, ул. Богдана Хмельницкого/ ул. Просвещения;47,415186;40,084649;0;3;1;2;0;0;0;0
1255;3;г.Шахты, ул. Достоевского, 69;47,700906;40,158163;1;3;1;2;0;0;0;0
1256;3;г.Шахты, Дачная ул., 223;47,707657;40,162945;1;3;1;2;0;0;0;0
1257;3;г. Новочеркасск, ул. Клещёва, д. 42;47,489851;40,065482;1;3;1;2;0;0;0;0
1258;3;г. Ростов-на-Дону, ул. Ченцова, д. 66/22;47,236222;39,754213;1;3;1;2;0;0;0;0
1259;3;г. Ростов-на-Дону, Портовая ул., д. 138;47,206046;39,682535;0;3;1;2;0;0;0;0
1260;3;г. Ростов-на-Дону, ул. Максима Горького/Кировский пр.;47,229728;39,728531;0;3;1;4;17600;17600;17600;17600
1261;3;г. Ростов-на-Дону, Будённовский пр./Лермонтовская ул.;47,228697;39,703803;0;3;1;2;0;0;0;0
1262;3;г.Шахты, ул. Халтурина/пер.Черенкова;47,702635;40,215124;0;3;1;2;0;0;0;0
1263;3;г. Батайск, Рабочая ул., д. 94;47,1401;39,744224;1;3;1;2;0;0;0;0
1264;3;г. Ростов-на-Дону, ул. Днепропетровская, д. 32/72;47,278334;39,798133;1;3;1;2;22400;22400;22400;22400
1265;3;г. Ростов-на-Дону, ул. Зои Космодемьянской, д. 47;47,269323;39,81004;1;3;1;2;5600;5600;5600;5600
1266;3;г. Ростов-на-Дону, ул. 1-й Конной Армии, д. 1Б;47,245142;39,754429;1;3;1;2;8800;8800;8800;8800
1267;3;г. Ростов-на-Дону, Майкопский пер., д. 8;47,226477;39,66255;1;3;1;3;0;0;0;0
1268;3;г. Ростов-на-Дону, ул. Мичуринская, д. 150;47,231197;39,639838;1;3;1;4;22400;22400;22400;22400
1269;3;г. Ростов-на-Дону, ул. Мичуринская, д. 3;47,215868;39,647073;1;3;1;4;22400;22400;22400;22400
1270;3;г. Ростов-на-Дону, ул. Казахская. д. 141;47,275288;39,738374;1;3;1;4;17600;17600;17600;17600
1271;3;г. Ростов-на-Дону, пл. Толстого, д. 15;47,232299;39,765402;1;3;1;2;0;0;0;0
1272;3;г. Ростов-на-Дону, улица Мечникова, д. 124/171;47,238471;39,694021;1;3;1;2;5600;5600;5600;5600
1273;3;г. Ростов-на-Дону, пр. Сельмаш, д. 8;47,246648;39,764886;1;3;1;4;0;0;0;0
1274;3;г. Ростов-на-Дону, ул. Металлургическая, д. 106/1;47,253383;39,770422;1;3;1;4;11200;11200;11200;11200
1275;3;г. Ростов-на-Дону, ул. 26 Июня, д. 103А/15;47,270583;39,792974;1;3;1;2;2400;2400;2400;2400
1276;3;г. Ростов-на-Дону, площадь Свободы, д. 7/2;47,229568;39,766091;1;3;1;4;0;0;0;0
1277;3;г. Ростов-на-Дону, ул. Профинтерна, д. 33/1;47,255389;39,689323;1;3;1;2;0;0;0;0
1278;3;город Новочеркасск, Буденновская ул., д. 21;47,424981;40,092083;1;3;1;2;0;0;0;0
1279;3;город Новочеркасск, Атаманская ул./ ул. им. Генерала А. И. Лебедя;47,413386;40,103042;0;3;1;2;0;0;0;0
1280;3;г. Волгодонск, ул. Академика Королёва, д. 1;47,527097;42,204361;1;3;1;6;2500;2500;2500;2500
1281;3;г. Волгодонск, ул. Академика Королёва, д. 3;47,529356;42,208719;1;3;1;6;2500;2500;2500;2500
1282;3;г. Ростов-на-Дону, пр-кт Космонавтов, д.9;47,281787;39,716276;1;3;1;8;0;0;0;0
1283;3;г. Ростов-на-Дону, пр-кт Ворошиловский, д.40/128;47,22719;39,716666;0;3;1;4;0;0;0;0
1284;3;г. Ростов-на-Дону, проспект 40-летия Победы, 192А;47,236513;39,812257;1;3;1;6;0;0;0;0
1285;3;г. Ростов-на-Дону, ул. Максима Горького, д. 25;47,2232;39,697987;1;3;1;4;17600;17600;17600;17600
1286;3;г. Ростов-на-Дону, пр. Ленина, д. 19;47,250269;39,684766;1;3;1;2;26000;26000;26000;26000
1287;3;г. Ростов-на-Дону, ул. Мечникова, д. 148;47,236902;39,707396;1;3;1;2;5600;5600;5600;5600
1288;3;г. Ростов-на-Дону, ул. Ерёменко, д. 34/44;47,23286;39,635834;1;3;1;4;17600;17600;17600;17600
1289;3;г. Ростов-на-Дону, ул. Буйнакская, д. 12;47,238883;39,76776;1;3;1;2;5600;5600;5600;5600
1290;3;г. Ростов-на-Дону, Всесоюзная улица, д. 13;47,193863;39,615592;1;3;1;2;0;0;0;0
1291;3;г. Ростов-на-Дону, ул. 2-я Краснодарская, д. 80;47,203571;39,629675;1;3;1;2;5600;5600;5600;5600
1292;3;г. Ростов-на-Дону, ул. Мадояна, д. 115;47,225831;39,65024;1;3;1;4;17600;17600;17600;17600
1293;3;г. Ростов-на-Дону, ул. Горсоветская, д. 33/2;47,244724;39,777817;1;3;1;4;2800;2800;2800;2800
1294;3;г. Ростов-на-Дону, ул. Черевичкина, д. 62/32;47,234666;39,774186;1;3;1;2;0;0;0;0
1295;3;г. Ростов-на-Дону, ул. 1-й Конной Армии, д. 33к7;47,258033;39,769593;1;3;1;2;8800;8800;8800;8800
1296;3;г. Ростов-на-Дону, ул. Просвещения, д. 47;47,253141;39,773957;1;3;1;2;0;0;0;0
1297;3;город Новочеркасск, Школьная улица/ Проспект Ермака;47,419179;40,099806;0;3;1;2;0;0;0;0
1298;3;г. Ростов-на-Дону, ул. Жданова, д.11;47,235612;39,597142;1;3;1;4;0;0;0;0
1299;3;г. Шахты – г. Цимлянск, км 124+100;47,634106;41,706297;1;2;0;2;3200;3200;3200;3200
1300;3;город Таганрог, Большая Бульварная ул., д. 15;47,245795;38,892474;1;3;1;2;0;0;0;0
1301;3;г.Шахты, пер. Карлинского, 21;47,706225;40,146949;1;3;1;2;0;0;0;0
1302;3;г.Шахты, Донской пер./Рабоче-Крестьянская ул.;47,718046;40,20994;0;3;1;2;0;0;0;0
1303;3;г.Шахты, ул. 10 лет за Индустриализацию/пер.Карпинского;47,708041;40,148098;0;3;1;2;0;0;0;0
1304;3;г.Шахты, ул.Ионова/просп.Красной Армии;47,715904;40,222282;1;3;1;2;0;0;0;0
1305;3;г.Шахты, ул. Цуканова, 75А;47,734797;40,237831;1;3;1;2;0;0;0;0
1306;3;г.Шахты, Комиссаровский пер., 137И;47,699991;40,215334;1;3;1;2;0;0;0;0
1307;3;г.Шахты, просп. Карла Маркса/ул.Шевченко;47,710648;40,206805;0;3;1;2;0;0;0;0
1308;3;г.Шахты, ул.Ионова, 217В;47,723635;40,211595;1;3;1;2;0;0;0;0
1309;3;г. Ростов-на-Дону, Интернациональная ул., д. 38;47,206221;39,676677;0;3;1;2;0;0;0;0
1310;3;Автомобильная дорога по ул. Ворошилова, ст. Егорлыкская, Егорлыкского района, Ростовской области (пр-ть 3000 м), 0+975 км;46,569286;40,65244;0;3;1;2;500;500;500;500
1312;3;г. Ростов-на-Дону, ул. Погодина/ул. Цезаря Куникова;47,261422;39,706398;0;3;1;2;0;0;0;0
1313;3;г. Ростов-на-Дону, Зоологическая ул., д. 3;47,247157;39,672868;1;3;1;2;8800;8800;8800;8800
1314;3;г. Ростов-на-Дону, ул. Миронова, д.5Б;47,297653;39,743344;1;3;1;4;11200;11200;11200;11200
1315;3;г.Шахты, ул. Ленина/просп. Карла Маркса;47,713966;40,210329;0;3;1;2;0;0;0;0
1316;3;г. Ростов-на-Дону, ул. Вятская / пер. Сальский;47,283813;39,753252;0;3;1;2;0;0;0;0
1317;3;г. Ростов-на-Дону, ул. Лазаревская / ул. 3-я Круговая;47,206321;39,652942;0;3;1;2;0;0;0;0
1318;3;г. Ростов-на-Дону, ул. Сарьяна / ул. 39-я Линия;47,229849;39,776396;0;3;1;2;8800;8800;8800;8800
1319;3;г. Ростов-на-Дону, пр. Шолохова / ул. 20-я линия;47,240902;39,757779;0;3;1;2;0;0;0;0
1320;3;г. Ростов-на-Дону, пр. Космонавтов / бульв. Комарова;47,290243;39,71451;0;3;1;4;0;0;0;0
1321;3;г. Ростов-на-Дону, ул. Малиновского / пр. Стачки;47,21187;39,61362;0;3;1;2;33600;33600;33600;33600
1322;3;г. Ростов-на-Дону, ул. Казахская / пер. Сальский;47,273002;39,747261;0;3;1;2;17600;17600;17600;17600
1323;3;г. Ростов-на-Дону, ул. Текучева / пер. Соборный;47,234475;39,704383;0;3;1;6;0;0;0;0
1324;3;г.Шахты, Енисейский пер., 8;47,711334;40,236918;1;3;1;2;0;0;0;0
1325;3;г. Ростов-на-Дону, ул. Пескова, д. 17С;47,209502;39,591858;1;3;1;2;0;0;0;0
2290;3;г. Ростов-на-Дону – х. Рогожкино, км 15+300;47,164993;39,463346;1;3;1;2;0;0;0;0
2291;3;г. Ростов-на-Дону (от магистрали Дон) - г. Семикаракорск - г. Волгодонск, км 1+500;47,129632;39,89851;1;3;1;2;0;0;0;0
2299;3;М-4 Дон Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление), км 1073+950;47,133361;39,87612;0;1;0;4;0;0;0;0
2633;3;с. Пешково – с. Займо-Обрыв, км 8+750;47,019335;39,315471;1;2;0;2;1430;1430;1430;1430
2835;3;«Волгоград – Каменск-Шахтинский» – пос. Горняцкий – х. Ильинка, км 22+900;48,403413;40,898846;1;2;0;2;3284;3284;3284;3284
